abs_tol,CLT_IIDStdUniform,CLT_IIDStdGaussian,CLTRep_Lattice,CLTRep Sobol,MeanMC_g IIDStdUniform,MeanMC_g IIDStdGaussian,CubLattice_g
0.002,11748149.0,11891442.0,2048.0,1024.0,14140541.0,14311738.0,8192.0
0.0022,9709569.0,9827994.0,1024.0,1024.0,11704100.0,11845687.0,8192.0
0.0024000000000000002,8159063.0,8258572.0,1024.0,1024.0,9849662.0,9968718.0,8192.0
0.0026000000000000003,6952404.0,7037193.0,1024.0,1024.0,8405442.0,8506959.0,8192.0
0.0028000000000000004,5994957.0,6068066.0,1024.0,1024.0,7258681.0,7346276.0,8192.0
0.0030000000000000005,5222537.0,5286223.0,1024.0,1024.0,6332875.0,6409233.0,8192.0
0.0032000000000000006,4590369.0,4646343.0,1024.0,1024.0,5574632.0,5641791.0,4096.0
0.0034000000000000007,4066443.0,4116026.0,1024.0,1024.0,4945773.0,5005305.0,4096.0
0.0036000000000000008,3627388.0,3671614.0,1024.0,1024.0,4418410.0,4471549.0,4096.0
0.003800000000000001,3255816.0,3295509.0,1024.0,1024.0,3971787.0,4019513.0,4096.0
0.004000000000000001,2938574.0,2974397.0,512.0,1024.0,3590199.0,3633302.0,4096.0
0.004200000000000001,2665563.0,2698056.0,512.0,512.0,3261583.0,3300706.0,4096.0
0.004400000000000001,2428929.0,2458535.0,512.0,512.0,2976552.0,3012224.0,4096.0
0.004600000000000002,2222483.0,2249571.0,512.0,512.0,2727710.0,2760371.0,4096.0
0.004800000000000001,2041302.0,2066179.0,512.0,512.0,2509168.0,2539184.0,4096.0
0.005000000000000001,1881425.0,1904351.0,512.0,512.0,2316188.0,2343870.0,4096.0
